TTD_ID,Indication,State,FHDI_Drug_ID
D00EQL,Follicular lymphoma [ICD-11: 2A80],Approved,D01250
D00EQL,Malignant rhabdoid tumour [ICD-11: 2A00.1Y],Phase 2,D01250
D00EQL,Brain and central nervous system tumour [ICD-11: 2A00.11],Phase 2,D01250
D00EQL,Mesothelioma [ICD-11: 2C51.2],Phase 2,D01250
D00EQL,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01250
D00EQL,Diffuse large B-cell lymphoma [ICD-11: 2A81],Phase 1/2,D01250
D00EQL,Synovial sarcoma [ICD-11: 2B5A],Phase 1,D01250
D0DV6D,Prostate cancer [ICD-11: 2C82.0],Approved,D01253
D0U1ZV,HER2/NEU overexpressing breast cancer [ICD-11: 2C60-2C65],Approved,D01254
D0NW0T,Bladder cancer [ICD-11: 2C94],Approved,D01255
D0NW0T,Urothelial carcinoma [ICD-11: 2C92.0],Phase 2,D01255
D0NW0T,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01255
D0NW0T,Lymphoma [ICD-11: 2A80-2A86],Phase 1/2,D01255
D08PIE,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01258
D08PIE,Anaplastic large cell lymphoma [ICD-11: 2A90.A],Approved,D01258
D0LW0T,Renal cell carcinoma [ICD-11: 2C90],Phase 3,D01259
D0LW0T,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01259
D07GXR,Migraine [ICD-11: 8A80],Approved,D01261
D0C4AM,Type-1/2 diabetes [ICD-11: 5A10-5A11],Approved,D01263
D07FEC,Irritable bowel syndrome [ICD-11: DD91.0],Approved,D01264
D07FEC,Chronic idiopathic constipation [ICD-11: DC32],Approved,D01264
D07FEC,Crohn disease [ICD-11: DD70],Phase 3,D01264
D06ZYM,Diarrhea [ICD-11: ME05.1],Approved,D01265
D09PQZ,Mantle cell lymphoma [ICD-11: 2A85.5],Approved,D01266
D09PQZ,Chronic lymphocytic leukaemia [ICD-11: 2A82.0],Phase 3,D01266
D08CVQ,Familial hypercholesterolemia [ICD-11: 5C80.00],Approved,D01267
D0P0WV,Melanoma [ICD-11: 2C30],Approved,D01268
D00LNW,Multiple myeloma [ICD-11: 2A83],Phase 3,D01269
D00LNW,Liposarcoma [ICD-11: 2B59],Phase 3,D01269
D00LNW,Neuroendocrine cancer [ICD-11: 2B72.1],Phase 3,D01269
D00LNW,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 2,D01269
D00LNW,Diffuse large B-cell lymphoma [ICD-11: 2A81],Phase 2,D01269
D00LNW,Acute myeloid leukaemia [ICD-11: 2A60],Phase 2,D01269
D00LNW,Recurrent glioblastoma [ICD-11: 2A00.00],Phase 2,D01269
D0O8GK,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01270
D0O8GK,Melanoma [ICD-11: 2C30],Phase 3,D01270
D09AAK,Gastrointestinal stromal tumour [ICD-11: 2B5B],Approved,D01271
D09AAK,Glioma [ICD-11: 2A00.0],Phase 1,D01271
D09AAK,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 1,D01271
D09AAK,Systemic mastocytosis [ICD-11: 2A21.0],Phase 1,D01271
D04TQO,Irritable bowel syndrome [ICD-11: DD91.0],Approved,D01272
D04TQO,Kidney disease [ICD-11: GC2Z],Phase 2,D01272
D04TQO,Constipation [ICD-11: DD91.1],Phase 2,D01272
D09RII,Sickle-cell disorder [ICD-11: 3A51],Approved,D01273
D01ZLU,Cholangiocarcinoma [ICD-11: 2C12.10],Phase 3,D01274
D01ZLU,Multiple myeloma [ICD-11: 2A83],Phase 1/2,D01274
D01ZLU,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 1/2,D01274
D07DCG,Acute myeloid leukaemia [ICD-11: 2A60],Approved,D01275
D07DCG,Cholangiocarcinoma [ICD-11: 2C12.10],Phase 3,D01275
D07DCG,Haematological malignancy [ICD-11: 2B33.Y],Phase 1,D01275
D0GT5W,Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y],Investigative,D01276
D0AF6O,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01277
D0JB3H,Friedreich's ataxia [ICD-11: 8A03.10],Phase 2,D01278
D0JB3H,Melanoma [ICD-11: 2C30],Phase 1/2,D01278
D0JB3H,Psychiatric disorder [ICD-11: 6E8Z],Clinical trial,D01278
D02ZUG,Migraine [ICD-11: 8A80],Phase 2/3,D01279
D0DD4P,Invasive aspergillosis [ICD-11: 1F20.0],Phase 3,D01281
D0DD4P,Haematological malignancy [ICD-11: 2B33.Y],Phase 1,D01281
D0O8SJ,Follicular lymphoma [ICD-11: 2A80],Approved,D01282
D0O8SJ,Marginal zone lymphoma [ICD-11: 2A85.0],Approved,D01282
D0O8SJ,Diffuse large B-cell lymphoma [ICD-11: 2A81],Phase 2/3,D01282
D0O8SJ,Chronic lymphocytic leukaemia [ICD-11: 2A82.0],Phase 2,D01282
D0O8SJ,Non-hodgkin lymphoma [ICD-11: 2B33.5],Phase 2,D01282
D0E7ZU,Tardive dyskinesia [ICD-11: 8A02.10],Approved,D01284
D0E7ZU,Huntington disease [ICD-11: 8A01.10],Approved,D01284
D02CII,Postmenopausal osteoporosis [ICD-11: FB83.11],Approved,D01287
D05PCM,Atopic dermatitis [ICD-11: EA80],Phase 3,D01290
D05PCM,Lupus [ICD-11: 4A40],Phase 2,D01290
D0DN0W,Peritoneal cancer [ICD-11: 2C51.Z],Approved,D01291
D0DN0W,Fallopian tube cancer [ICD-11: 2C74],Approved,D01291
D0O6UY,Cholangiocarcinoma [ICD-11: 2C12.10],Approved,D01293
D0O6UY,Bladder cancer [ICD-11: 2C94],Phase 2,D01293
D0O6UY,Myeloproliferative syndrome [ICD-11: 2A22],Phase 2,D01293
D0VI4N,Major depressive disorder [ICD-11: 6A70.3],Phase 1,D01296
D05MKA,Type-2 diabetes [ICD-11: 5A11],Approved,D01297
D0WH4P,Acute myeloid leukaemia [ICD-11: 2A60],Approved,D01298
D0D1ZF,Obstructive hypertrophic cardiomyopathy [ICD-11: BC43.12],Phase 3,D01300
D0NU8J,Renal cell carcinoma [ICD-11: 2C90],Phase 3,D01301
D0NU8J,Von hippel-lindau disease [ICD-11: 5A75],Phase 2,D01301
D0NU8J,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 1,D01301
D0UO2P,Gastrointestinal stromal tumour [ICD-11: 2B5B],Approved,D01302
D0UO2P,Mast cell leukaemia [ICD-11: 2A21.00],Phase 1,D01302
D0UO2P,Systemic mastocytosis [ICD-11: 2A21.0],Phase 1,D01302
D0D6XT,Hepatocellular carcinoma [ICD-11: 2C12.02],Phase 1,D01303
D0N5MH,Spinal muscular atrophy [ICD-11: 8B61],Approved,D01305
DI4HA7,Non-small cell lung cancer [ICD-11: 2C25],Phase 3,D01306
D09LPN,Thrombocytopenia [ICD-11: 3B64],Approved,D01307
D0L2CI,Type-1/2 diabetes [ICD-11: 5A10-5A11],Approved,D01310
D06QAK,Achondroplasia [ICD-11: LD24.00],Phase 3,D01311
DDH8L6,Non-small-cell lung cancer [ICD-11: 2C25.Y],Phase 3,D01313
D06ULU,Acne vulgaris [ICD-11: ED80],Approved,D01315
D02AIN,Coronary artery disease [ICD-11: BA80],Phase 2,D01316
D0O5AG,Influenza virus infection [ICD-11: 1E30-1E32],Approved,D01317
D0OD2I,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01318
D0OD2I,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 1,D01318
DXP04H,Chronic lymphocytic leukaemia [ICD-11: 2A82.0],Phase 3,D01319
DXP04H,Small lymphocytic lymphoma [ICD-11: 2A82.0],Phase 3,D01319
D0S1XX,Plaque psoriasis [ICD-11: EA90.0],Phase 3,D01321
D0S1XX,Psoriasis vulgaris [ICD-11: EA90],Phase 3,D01321
D01KOA,Non-small-cell lung cancer [ICD-11: 2C25.Y],Approved,D01322
D01KOA,Thyroid cancer [ICD-11: 2D10],Approved,D01322
D01KOA,Colon cancer [ICD-11: 2B90.Z],Phase 1/2,D01322
D0KR2J,Hepatitis B virus infection [ICD-11: 1E51.0],Approved,D01323
D0Z0DW,Vitamin deficiency [ICD-11: 5B55-5B71],Approved,D01326
D0Z0DW,Folate-deficiency anemia [ICD-11: 3A02.Y],Approved,D01326
D0G3DL,Tuberculosis [ICD-11: 1B10-1B1Z],Approved,D01327
D0G3DL,Tuberculosis [ICD-11: 1B10-1B1Z],Approved,D01327
D0G3DL,Tuberculosis [ICD-11: 1B10-1B1Z],Approved,D01390
D0G3DL,Tuberculosis [ICD-11: 1B10-1B1Z],Approved,D01390
D0Z1RV,Schizophrenia [ICD-11: 6A20],Approved,D01328
D0Y7ZU,Melanoma [ICD-11: 2C30],Approved,D01329
D06FDR,Human immunodeficiency virus infection [ICD-11: 1C62],Approved,D01330
D05ARP,Virus infection [ICD-11: 1A24-1D9Z],Approved,D01331
D05CHI,Mycobacterium infection [ICD-11: 1B10-1B21],Approved,D01333
D05CHI,Tuberculosis [ICD-11: 1B10-1B14],Approved,D01333
D05ULR,Erectile dysfunction [ICD-11: HA01.1],Approved,D01334
D05ULR,Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y],Phase 3,D01334
D0V4QS,Schizophrenia [ICD-11: 6A20],Approved,D01335
D0C9SY,Erectile dysfunction [ICD-11: HA01.1],Approved,D01336
D04KYY,Hyperuricaemia [ICD-11: 5C55.Y],Approved,D01337
D0G9IU,Tuberculosis [ICD-11: 1B10-1B1Z],Approved,D01338
D0G9IU,Macular degeneration [ICD-11: 9B78.3],Investigative,D01338
D0D1HW,Thrombocythemia [ICD-11: 3B63],Approved,D01339
D0D1HW,Essential thrombocythemia [ICD-11: 3B63.1Z],Phase 2,D01339
D00XWD,Irritable bowel syndrome [ICD-11: DD91.0],Approved,D01340
D00XWD,Gastro-oesophageal reflux [ICD-11: DA22],Withdrawn from market,D01340
D00XWD,Dyspepsia [ICD-11: MD92],Withdrawn from market,D01340
D0S2IQ,Hyperphenylalaninemia [ICD-11: 5C50],Approved,D01341
D0Y4GO,Malignant pleural mesothelioma [ICD-11: 2C26.0],Approved,D01343
D06GWF,Virus infection [ICD-11: 1A24-1D9Z],Approved,D01344
D0GU4K,Depression [ICD-11: 6A70-6A7Z],Approved,D01345
D0GU4K,Nausea [ICD-11: MD90],Approved,D01345
D0GU4K,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Phase 3,D01345
D00PEH,Thrombocytopenia [ICD-11: 3B64],Approved,D01347
D00PEH,Idiopathic thrombocytopenic purpura [ICD-11: 3B64.10],Phase 3,D01347
D0GV8J,Breast cancer [ICD-11: 2C60-2C65],Approved,D01348
D0GV8J,Psoriatic arthritis [ICD-11: FA21],Phase 3,D01348
D0KI5R,Venous thromboembolism [ICD-11: BD72],Phase 3,D01350
D01SGK,Parkinson disease [ICD-11: 8A00.0],Approved,D01351
D0UT4W,Mantle cell lymphoma [ICD-11: 2A85.5],Approved,D01352
D0UT4W,Chronic lymphocytic leukaemia [ICD-11: 2A82.0],Phase 3,D01352
D0UT4W,Small lymphocytic lymphoma [ICD-11: 2A82.0],Phase 3,D01352
D0UT4W,Waldenstrom macroglobulinemia [ICD-11: 2A85.4],Phase 3,D01352
D0UT4W,B-cell lymphoma [ICD-11: 2A86],Phase 1,D01352
D0R7LD,Non-small-cell lung cancer [ICD-11: 2C25.Y],Phase 3,D01353
DQ1S0B,Hereditary angioedema [ICD-11: 4A00.14],Approved,D01354
D24GYL,Human immunodeficiency virus infection [ICD-11: 1C62],Phase 2/3,D01355
DUQV41,Non-small-cell lung cancer [ICD-11: 2C25.Y],Phase 3,D01356
D0A7CO,Venous thrombosis [ICD-11: BA43],Approved,D01358
D0A7CO,Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y],Investigative,D01358
D0C4DH,Hepatitis C virus infection [ICD-11: 1E51.1],Approved,D01391
D0Y8OK,Hairy cell leukaemia [ICD-11: 2A82.2],Approved,D01393
D07BQE,Pulmonary embolism [ICD-11: BB00],Approved,D01394
D03QCW,Chronic myelogenous leukaemia [ICD-11: 2A20.0],Approved,D01395
D02LVZ,Anemia [ICD-11: 3A00-3A9Z],Approved,D01396
D0E8UO,Myocardial infarction [ICD-11: BA41-BA43],Approved,D01397
D0T1UJ,Heart attack [ICD-11: BA41],Approved,D01398
D08NWC,Hepatitis C virus infection [ICD-11: 1E51.1],Approved,D01399
D0K4DI,Acute coronary syndrome [ICD-11: BA41],Approved,D01400
D0FX8A,Myocardial infarction [ICD-11: BA41-BA43],Approved,D01402
D0U8US,Chronic granulomatous disease [ICD-11: 4A00.0Y],Approved,D01403
D09PMV,Chronic HCV-1 infection [ICD-11: 1E51.1],Approved,D01404
D0P3TX,Angina pectoris [ICD-11: BA40],Approved,D01405
D0PG0G,Cerebrovascular ischaemia [ICD-11: 8B1Z],Approved,D01406
D0PG0G,Severe sepsis [ICD-11: 1G40-1G41],Approved,D01406
D0U8JN,Solid tumour/cancer [ICD-11: 2A00-2F9Z],Approved,D01407
D0V4JQ,Multiple sclerosis [ICD-11: 8A40],Approved,D01408
D0CQ2O,Multiple sclerosis [ICD-11: 8A40],Approved,D01409
D0F3JT,Growth failure [ICD-11: LD2F.1Y],Approved,D01415
D0TC4R,Ischemic stroke [ICD-11: 8B11.5Z],Phase 3,D01418
D0UG0K,HER2-positive breast cancer [ICD-11: 2C60-2C65],Phase 3,D01421
D0UG0K,Breast cancer [ICD-11: 2C60-2C65],Phase 2,D01421
D0TD2G,Rheumatoid arthritis [ICD-11: FA20],Approved,D01422
D0TD2G,Cryopyrin-associated periodic syndromes [ICD-11: 4A60.1],Approved,D01422
D0TD2G,Vasculitis [ICD-11: 4A44],Phase 2,D01422
D0TD2G,Urticaria [ICD-11: EB00-EB05],Phase 2,D01422
D08WSY,Postmenopausal osteoporosis [ICD-11: FB83.11],Approved,D01423
D08WSY,Prostate cancer [ICD-11: 2C82.0],Phase 3,D01423
D08WSY,Rheumatoid arthritis [ICD-11: FA20],Phase 2,D01423
D03TIS,Hodgkin lymphoma [ICD-11: 2B30],Approved,D01425
D0G6HA,Metabolic disorder [ICD-11: 5C50-5D2Z],Approved,D01426
D0S8WA,Chronic lymphocytic leukaemia [ICD-11: 2A82.0],Approved,D01427
D0S8WA,Haematological malignancy [ICD-11: 2B33.Y],Phase 1,D01427
D0Z9EO,Diabetic complication [ICD-11: 5A2Y],Approved,D01429
D0R6RE,Breast cancer [ICD-11: 2C60-2C65],Approved,D01435
D05QOL,Diffuse large B-cell lymphoma [ICD-11: 2A81],Approved,D01451
D05QOL,Follicular lymphoma [ICD-11: 2A80],Phase 2,D01451
D05QOL,Haematological malignancy [ICD-11: 2B33.Y],Phase 2,D01451
DA69JF,Type 2 diabetes [ICD-11: 5A11],Phase 3,D01475
D7HLI1,Haemophilia A [ICD-11: 3B10.0],Phase 3,D01481
DDE3Z4,Lymphoma [ICD-11: 2A80-2A86; ICD-10: C81-C86; ICD-9: 202],Phase 1,D01502
DF0PI8,Cough [ICD-11: MD12; ICD-10: R05],Phase 1,D01503
DF0PI8,"Endometriosis [ICD-11: GA10; ICD-10: N80, N80.9]",Phase 1,D01503
D02TQO,Cardiovascular disease [ICD-11: BA00-BE2Z; ICD-10: I00-I99],Approved,D01508
D0K5CB,"Acute asthma [ICD-11: CA23; ICD-10: J45, J45.8; ICD-9: 493]","	Approved",D01486
D0OC3J,Schizophrenia [ICD-11: 6A20],"	Withdrawn from market",D01413
D09EGZ,"Malaria [ICD-11: 1F40-1F45; ICD-10: B50-B64, B54]",Approved,D01510
D0L9UU,Bacterial infection [ICD-11: 1A00-1C4Z; ICD-10: A00-B99],Approved,D01511
D0CS2F,Diarrhea [ICD-11: ME05.1],Approved,D01512
D0I5WB,Female infertility [ICD-11: GA31.Z],Approved,D01513
D07NSU,Osteoarthritis [ICD-11: FA00-FA05; ICD-9: 715],Approved,D01514
D0I8FI,Heart block [ICD-11: BC63],Approved,D01515
D0I8FI,Melanoma [ICD-11: 2C30; ICD-9: 172],Phase 1,D01515
