FHDI_Herb_ID,Herb_Latin_Name,Herb_English_Name,Herb_Pinyin_Name,Herb_Chinese_Name,Properties,Meridians ,Use_Part,Function ,Indication,Toxicity ,Therapeutic_Class,Therapeutic _Class_Chinese,HERB_ID,SymMap_ID,NPASS_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
H00065,Ephedra lepidosperma,Scalyseed Ephedra,BAN ZI MA HUANG,斑子麻黄,NA,NA,NA,NA,NA,NA,NA,NA,HERB000339,NA,NPO12238,329755,Eukaryota,Viridiplantae,Streptophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,NA
H00066,Rhizoma Menispermi,Chinese Cinquefoil,BEI DOU GEN,北豆根,NA,NA,NA,To remove toxic heat and relieve rheumatic pains.,"Treatment of sore throat, colitis, dysentery, rheumatic arthralgia.",NA,Antipyretic Detoxicate Drugs,清热解毒药,HERB000373,38,NPO5493,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00067,Cedrus atlantica,Atlas Cedar,BEI FEI XUE SONG,北非雪松,NA,NA,NA,NA,NA,NA,NA,NA,HERB000377,NA,NPO20154,123597,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Pinales,Pinaceae,Cedrus,NA
H00069,Aloe ballyi,Bally Aloe,BEI LI LU HUI,NA,NA,NA,NA,NA,NA,NA,NA,NA,HERB000386,NA,NPO1563,1593056,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asphodelaceae,Aloe,NA
H00070,Radix Glehniae,root of Coastal Glehnia,BEI SHA SHEN,北沙参,Minor cold; Sweet,Lung; Stomach,root,"To replenish yin of the lung and stomach, remove heat from the lung, and promote fluid secretion.","Dry cough due to lung dryness, vacuity taxation hemoptysis, stomach yin insufficiency, fluid damage and thirst.",NA,Yin-Tonifying Medicinal,补阴药,HERB000403,40,NPO16129,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00071,Fructus Schiandrae,fruit of Chinese Nmagnoliavine,BEI WU WEI,北五味,Warm; Sweet; Sour,Lung; Heart; Kidney,Schisandra chinensis (Turcz. ) Baill,"Treatment of chronic cough and asthma, nocturnal emission, spermatorrhea, enuresis, frequent urination, protracted diarrhea, spontaneous sweating, night sweating, impairment of body fluid with thirst, shortness of breath and feeble pulse, diabetes caused by internal heat, palpitation and insomnia.","1. Its decoction exerts bacteriostatic effect on Pseudomonas aeruginosa (1:128), Staphylococcus aureus (1:64), Flexner's bacillus (1:32) and typhoid bacillus (1:8) in vitro.2. Schizandrin, one of its active components, can protect the liver from damage.3. Enhancing lymphocyte-blastogenesis rate.4. Cardiotonic and sedative.",NA,Astriction,收涩,HERB000408,NA,NPO8367,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00072,NA,Schisandrae Chinensis Fructus,BEI WU WEI ZI,北五味子,NA,NA,NA,NA,NA,NA,Astringent Medicinal,收涩药,HERB000409,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00073,Chrysanthemum boreale,Boreal Wild Chrysanthemum,BEI YE JU,北野菊,NA,NA,whole herb and root,See Chrysanthemum indicum.,See Chrysanthemum indicum.,NA,NA,NA,HERB000411,NA,NPO28224,344871,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,NA
H00074,Piperis Longi Fructus,Long Pepper Fruit,BI BA,荜茇,NA,NA,NA,NA,"Cold pain in stomach duct and abdomen, vomiting, diarrhea, headache, toothache, deep-source nasal congestion, coronary heart disease, angina pectoris.",NA,Warming Interior Drugs,温里药,HERB000415,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00075,Myroxylon pereirae,Peru Balmtree Resin,BI LU XIANG JIAO,秘鲁橡胶,NA,NA,balsam,"To relieve cough and dispel phlegm, resolve toxin and kill worms.","Scab sore, copper coin lichen.",NA,NA,NA,HERB000427,NA,NPO6528,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00076,Ricinus communis,Castorbean Root,BI MA GEN,蓖麻根,NA,NA,root,"To dispel wind and resolve tetany, quicken blood and disperse swelling.","Tetanus, epilepsy, wind-damp impediment pain, knocks and falls, swollen welling abscess and scrofula, prolapse of rectum, prolapse of uterus.",NA,NA,NA,HERB000429,NA,NPO24560,3988,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Ricinus,NA
H00077,Semen Ricini,Castor Seed,BI MA ZI,蓖麻子,Mild; Pungent; Sweet,Lung; Large Intestine,ripe seed,"To induce subsidence of swelling and remove toxic substances, to cause purgation.","Swelling toxin of welling abscess and flat abscess, throat impediment, scrofula, dry stool.",NA,"External Medicinal (Draw Out Toxin, Resolve Putridity)",拔毒化腐生肌药,HERB000432,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00078,Hypericum wightianum,Wight’s StJohn’swort Equivalent plant: Hypericum elodeoides,BIAN DI JIN,遍地锦,NA,NA,whole herb,"To clear heat and resolve toxin, arrest diarrhea.","White mouth sore in children, infant pneumonia, stomatitis, mammary welling abscess, yellow-water sore, poisonous snake bites, diarrhea, enduring dysentery.",NA,NA,NA,HERB000448,NA,NA,1321360,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA
H00079,Flos Dolichoris,flower of Hyacinth Dolichos,BIAN DOU HUA,扁豆花,Mild; Sweet,NA,NA,To strengthen the spleen and transform dampness,"To clear summer-heat and eliminate dampness from the upper-jiao, invigorate the spleen and strengthen the stomach: For summer heat-dampness syndrome with feeling of oppression in the chest, dysuria and diarrhea, vomiting, diarrhea and dysentery of dampnes",NA,Dampness Removing Drugs,化湿药,HERB000453,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00081,Mangifera persiciformis,Peachform Mango,BIAN TAO,扁桃,NA,NA,fruit,See Mangifera indica.,See Mangifera indica.,NA,NA,NA,HERB000469,NA,NPO13507,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00082,Herba Polygoni Avicularis,all-grass of common knotgrass,BIAN XU,萹蓄,Minor cold; Bitter,Bladder,dried aerial parts,"To relieve dysuria, to kill parasites and to alleviate itching.","Urethritis, lithiasis, chyluria, dysentery, parotitis, heat strangury, short voidings of reddish urine, dripping with inhibited pain, eczema, pudendal itch, vaginal discharge, ascariasis.",NA,Diuretic Dampness Excreting Drugs,利水渗湿药,HERB000472,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00083,Angelica keiskei,Seashore Angelica,BIN HAI DANG GUI,滨海当归,NA,NA,NA,NA,NA,NA,NA,NA,HERB000486,NA,NPO21056,357850,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,NA
H00084,semen arecae,areca seed,BING LANG,槟榔,Warm; Pungent; Bitter,Spleen; Large Intestine; Stomach,seed,1. To kill parasites; 2. To promote qi circulation; 3. To promote water metabolism,"Wormccumulation, food stagnation, distending pain in stomach duct and abdomen, diarrhea and tenesmus, beriberi, edema, malaria.",NA,Antiparasitic Drugs,驱虫药,HERB000497,47,NPO6483,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00085,Borneolum syntheticum,Borneol,BING PIAN,冰片,Minor cold; Pungent; Bitter,Lung; Spleen; Heart,resin,1. To open the orifices and clear the mind; 2. To clear heat and stop pain,"Angina pectoris, phlegm reversal, wind stroke, coma, convulsion, swelling pain in throat, mouth sore, swollen and painful eyes, sores, ulcer.",NA,Resuscitative Stimulant; Resuscitative Medicinal,开窍药,HERB000498,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00086,Scutellaria scordifolia,Twinflower Skullcap,BING TOU HUANG QIN,并头黄芩,NA,NA,whole herb,"To clear heat and disinhibit damp, resolve toxin and disperse swelling.","Hepatitis, cirrhosis with ascites, appendicitis, mastitis, snake or insect bites, knocks and falls.",NA,NA,NA,HERB000502,NA,NA,587679,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,NA
H00088,herba Menthae,"Mentha, Peppermint",BO HE,薄荷,Cool; Pungent,Lung; Liver,dried aerial parts,"To dispel wind-heat from the head and eyes, and to promote eruption.","Chronic urticaria, infection of upper respiratory tract, sarcoma, wind-heat exterior syndrome, headache and red eyes, swelling pain in throat, non-eruption of measles, dormant papules with pruritus, liver depression and rib-side pain, abdominal distention.",NA,Pungent Cool Diaphoretics,辛凉解表药,HERB000508,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Herba Menthae is one of the commonly used traditional Chinese medicines. It is often used to treat influenza, headache, red eyes, body heat, sore throat, gums and other diseases. Mint is usually used instead of tea to clear the heart and brighten the eyes."
H00089,Peumus boldus,Boldo,BO LU DU SHU,波尔多树,NA,NA,NA,NA,NA,NA,NA,NA,HERB000516,NA,NPO4722,63812,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Monimiaceae,Peumus,NA
H00090,Evodia rutaecarpa var. bodinieri,Guizhou Evodia,BO SHI WU ZHU YU,波士吴茱萸,NA,NA,NA,NA,NA,NA,NA,NA,HERB000531,NA,NPO30823.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00091,Psoralea corylifolia,Malaytea Scurfpea,BU GU ZHI,补骨脂,Extreme Warm; Pungent; Bitter,Spleen; Kidney,fruit,"To supplement kidney and invigorate yang , accept qi and calm asthma, warm spleen and check diarrhea.","Fracture, osteomalacia, osteoporosis, kidney yang vacuity, cold pain in lumbus and knees, impotence and emission, frequent urination, enuresis, kidney qi insecurity, vacuity asthma, spleen-kidney vacuity, chronic diarrhea, white patch wind, alopecia areata, psoriasis.",NA,For tonifying weakness,补虚,HERB000546,NA,NPO30150,429560,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Cullen,NA
H00092,Dionaea muscipula,Venus’s Flytrap,BU YING CAO,捕蝇草,NA,NA,NA,NA,NA,NA,NA,NA,HERB000551,NA,NPO26780,4362,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Droseraceae,Dionaea,NA
H00093,NA,Microctis Folium,BU ZHA YE,布渣叶,NA,NA,NA,NA,NA,NA,"External Medicinal (Draw Out Toxin, Resolve Putridity)",拔毒化腐生肌药,HERB000553,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00094,Fructus Xanthii sibirici,fruit of Siberian Cockleblur,CANG ER ZI,苍耳子,Warm; Pungent; Bitter,Lung; Spleen,NA,"To dispel wind and damp, and to relieve nasal obstruction.","1. Lowering blood sugar, with similar mechanism as phenethyl biguanide ( DBI ). 2. Its chief poisonous component is rhamnose. The toxic effects in rats, guinea-pigs and rabbits by different routes of administration are similar. LD50 is 0.93g/kg in mice.",Toxic,Pungent-Warm Exterior-Releasing Medicinal,辛温解表药,HERB000580,51,NPO24356,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00095,Rhizoma Atractylodis,Rhizome of Swordlike Atractylodes,CANG ZHU,苍术,Warm; Pungent; Bitter,Spleen; Stomach,rhizome,"To remove damp and invigorate the function of the spleen, to disple wind-cold, and to improve eyesight.","Spleen-stomach damp turbidity, fatigue hypodynamia, glomus in chest, abdominal distention, inappetence, vomiting and diarrhea, phlegm-rheum, damp edema, exterior damp, heavy head and generalized pain, damp impediment, aching pain in limbs, crippling wilt, night blindness.",NA,Dampness Removing Drugs,化湿药,HERB000584,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00096,NA,Boschniakia Rossica Herba,CAO CONG RONG,草苁蓉,NA,NA,NA,NA,"Kidney vacuity impotence, emission, cold pain in lumbus and knees, dribbling urination, hematuria, infertility due to uterus cold, vaginal discharge, flooding and spotting, intestinal dry and constipation.",NA,Yang Reinforcing Drugs,补阳药,HERB000588,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00097,Fructus tsaoko,Tsaoko,CAO GUO,草果,Warm; Pungent,Spleen; Stomach,NA,"To remove cold-damp from the spleen and the stomach,and to stop malarial attacks.","Treatment of accumulation of cold-damp in the spleen and the stomach manifested by epigastric distension, fullness and pain accompanied by vomiting, malaria with paroxysms of chills and fever.",NA,Dampness Removing Drugs,化湿药,HERB000594,54,NPO28470,NA,NA,NA,NA,NA,NA,NA,NA,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00098,Cacumen et Folium Biotae,leafy twigs of Oriental Arborvitae,CE BAI YE,侧柏叶,Minor cold; Bitter; Punkery,Lung; Large Intestine; Liver,leaf,"To arrest bleeding by removing heat from blood, and to promote the growth of black hair.","Hemoptysis, duodenal bleeding, chronic bronchitis, tuberculosis, blood ejection, spontaneous external bleeding, hematuria, hematochezia, blood dysentery, incessant flooding and spotting, cough with profuse phlegm, wind-damp impediment pain, erysipelas, epidemic parotitis, scalds, burns.",NA,Blood-Cooling Hemostatic Medicinal,凉血止血药,HERB000614,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00099,Camellia sinensis [Syn. Thea sinensis],Tea Root,CHA SHU GEN,茶树根,NA,NA,root,"To strengthen heart and disinhibit urine, quicken blood and regulate menstruation, clear heat and resolve toxin.","Edema due to heart disease, hepatitis, dysmenorrhea, toxin swelling of sores, mouth sore, burns and scalds, zoster, psoriasis.",NA,NA,NA,HERB000628,NA,NPO8258,4442,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,NA
H00100,Ligusticum sinense cv. chaxiong,Chaxiong Ligusticum,CHA XIONG,茶芎,NA,NA,NA,NA,NA,NA,NA,NA,HERB000631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00101,Camellia sinensis,Thea sinensis,CHA YE,茶叶,Cool; Sweet; Bitter,Lung; Stomach; Heart,tender leaf or tender bud,"To clear head and eyes, eliminate vexation and allay thirst, disperse food, transform phlegm, disinhibit urine, resolve toxin.","Headache, dim vision, red eyes, desire to sleep, common cold, vexation and thirst, food accumulation, bad breath, phlegm asthma, epilepsy, inhibited urination, diarrhea, throat swelling, swelling of sores and boils, burns and scalds.",NA,NA,NA,HERB000632,NA,NPO8258,4442,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,NA
H00102,Camellia sinensis [Syn. Thea sinensis],Tea Seed,CHA ZI,茶子,NA,NA,seed,"To downbear fire, transform phlegm and calm asthma.","Phlegm-heat cough, ringing in head.",NA,NA,NA,HERB000635,NA,NPO8258,4442,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,NA
H00103,Radix Bupleuri,root of Chinese Thorowax,CHAI HU,柴胡,Minor cold; Pungent; Bitter,Liver; Gallbladder,root,"To relieve fever, to soothe the liver, and to cure drooping and ptosis.","Common cold, influenza, malaria, acute pancreatitis, pleuritis, neuritis, gastritis, acute cholecystitis, hepatitis, fever due to external contraction, keratitis, cold-heat in turn, liver depression and rib-side pain, mammary distention, dizziness and headache, menstrual disorder, prolapse of rectum due to qi vacuity fall, prolapse of uterus, gastroptosis.",NA,Pungent Cool Diaphoretics,辛凉解表药,HERB000638,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00104,Trollius macropetalus,Langpetal Globeflower,CHANG BAN JIN LIAN HUA,长瓣金莲花,NA,NA,flower,To clear heat and resolve toxin.,"Infection of upper respiratory tract, acute or chronic tonsillitis, acute conjunctivitis, acute otitis media, acute lymphangitis, acute dysentery, acute appendicitis.",NA,NA,NA,HERB000656,NA,NPO23807,944285,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Trollius,NA
H00105,Kadsura peltigera [Syn. Kadsura longipedunculata ],Longpeduncle Kadsura,CHANG GENG NAN WU WEI ZI,长梗南五味子,NA,NA,root or root cortex,"To move qi, quicken blood, relieve pain.","Qi stagnation abdominal distention, abdominal pain, stomachache, pain in sinews and bones, dysmenorrhea, knocks and falls, innominate toxin swelling.",NA,NA,NA,HERB000674,NA,NPO25239,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00106,Corydalis longicalcarata,Longspur Corydalis,CHANG JU YAN HU SUO,长距延胡索,NA,NA,NA,NA,NA,NA,NA,NA,HERB000694,NA,NPO28638,2993895,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Corydalis,NA
H00107,Saussurea superba [Syn. Saussurea hieracioides ],Hawkweed-like Saussurea,CHANG MAO FENG MAO JU,长毛风毛菊,NA,NA,whole herb,To drain water retension.,"Edema, ascites (hydroperitoneum), effusion in thorax.",NA,NA,NA,HERB000697,NA,NPO22944,238956,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Saussurea,NA
H00108,Radix Dichroae,root of antifebrile Dichroa,CHANG SHAN,常山,Cold; Pungent; Bitter,Lung; Liver; Heart,root,To expel phlegm and relieve malaria,"Malaria, scrofula.",Extremely Toxic,Emetic Medicinal,涌吐药,HERB000706,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00109,Eurycoma longifolia,NA,DONG GE A LI,东革阿里,NA,NA,NA,NA,NA,NA,NA,NA,HERB000730,NA,NPO9965,458531,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Simaroubaceae,Eurycoma,NA
H00110,Massa fermentata medicinalis Preparata,Medicated leaven,CHAO SHEN QU,炒神曲,Warm; Pungent; Sweet,Spleen; Stomach,Armented annua.;Xanthium sibixicum.;Polygonum hydropiper,NA,NA,NA,Food digestion,消食,HERB000748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00111,Angelica gigas,Gigantic Angelica,CHAO XIAN DANG GUI,朝鲜当归,NA,NA,root,To extinguish wind and harmonize blood.,"Pain in joints, wrenching and contusion.",NA,NA,NA,HERB000753,NA,NPO11438,85712,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Angelica,NA
H00112,Carlina acaulis,Stemless Carline 392Thistle,CHAO XIAN JI,朝鲜蓟,NA,NA,NA,NA,NA,NA,NA,NA,HERB000755,NA,NPO26001,538471,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Carlina,NA
H00113,Fructus Aurantii Preparata,Prepared fruit of Seville orange,CHAO ZHI QIAO,炒枳壳,Minor cold; Pungent; Bitter,Spleen; Large Intestine; Stomach,Citrus aurantiu L.,"Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus.","Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus.",NA,Regulation of qi,理气,HERB000765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00114,Plantago asiatica,"Asiatic Plantain Equivalent plant: Plantago major , Plantago depressa",CHE QIAN,车前,NA,NA,whole herb,"To clear heat and disinhibit urine, cool blood, resolve toxin.","Heat bind in bladder, inhibited urination [=dysuria], strangury-turbidity and vaginal discharge, summerheat-damp diarrhea, bloody urine (hematuria), spontaneous external bleeding, swelling toxin of welling abscess and sore.",NA,NA,NA,HERB000766,NA,NPO3477,197796,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,NA
H00115,Herba Plantaginis,all-grass of Rippleseed plantain,CHE QIAN CAO,车前草,Cold; Sweet,Lung; Liver; Kidney,NA,"To remove heat and to induce diureses, to promote expectoration, to reduce heat in blood and to counteract toxicity.","Treatment of edema with oliguria, urinary infection with difficult painful urination, diarrhea caused by summer-damp, cough caused by phlegm-heat, spitting of blood, epistaxis, carbuncles and sores.",NA,Diuretic Dampness Excreting Drugs,利水渗湿药,HERB000767,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
